Scenario: Obstacle-avoidance swerve into oncoming traffic
Showing vehicle: 'solo' (pass a second argument to choose a different one (by name), or 'all' for every vehicle)
    t |   vehicle | speed(mph) | lane |     radar |    camera |     lidar | belief_dist | obstacle? |    source |            reacting_to | collision | roundabout
  0.0 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.1 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.2 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.3 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.4 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.5 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.6 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.7 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.8 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.9 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.0 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.1 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.2 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.3 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.4 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.5 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.6 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.7 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.8 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.9 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.0 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.1 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.2 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.3 |      solo |      45.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
