run_id,random_seed,vehicle_id,collided,severity,collision_time,min_speed_mph,final_speed_mph
0,0,oncoming,False,,,25.0,25.0
0,0,spawned_1,False,,,28.0,28.0
0,0,spawned_2,False,,,28.0,28.0
0,0,v1_camera,True,serious,14.399999999999965,0.0,0.0
0,0,v2_majority,True,slight,26.600000000000108,0.0,0.0
0,0,v3_confidence,True,slight,26.600000000000108,0.0,0.0
0,0,v4_plausibility,False,,,0.0,0.0
0,0,v5_control,False,,,0.0,28.0
1,1,oncoming,False,,,25.0,25.0
1,1,spawned_1,False,,,28.0,28.0
1,1,spawned_2,False,,,28.0,28.0
1,1,v1_camera,True,serious,14.399999999999965,0.0,0.0
1,1,v2_majority,True,slight,26.600000000000108,0.0,0.0
1,1,v3_confidence,True,slight,26.600000000000108,0.0,0.0
1,1,v4_plausibility,False,,,0.0,0.0
1,1,v5_control,False,,,0.0,28.0
2,2,oncoming,False,,,25.0,25.0
2,2,spawned_1,False,,,28.0,28.0
2,2,spawned_2,False,,,28.0,28.0
2,2,v1_camera,True,serious,14.399999999999965,0.0,0.0
2,2,v2_majority,True,slight,26.600000000000108,0.0,0.0
2,2,v3_confidence,True,slight,26.600000000000108,0.0,0.0
2,2,v4_plausibility,False,,,0.0,0.0
2,2,v5_control,False,,,0.0,28.0
3,3,oncoming,False,,,25.0,25.0
3,3,spawned_1,False,,,27.99,27.99
3,3,spawned_2,False,,,28.0,28.0
3,3,v1_camera,True,serious,14.399999999999965,0.0,0.0
3,3,v2_majority,True,slight,26.600000000000108,0.0,0.0
3,3,v3_confidence,True,slight,26.600000000000108,0.0,0.0
3,3,v4_plausibility,False,,,0.0,0.0
3,3,v5_control,False,,,0.0,28.0
4,4,oncoming,False,,,25.0,25.0
4,4,spawned_1,False,,,28.0,28.0
4,4,spawned_2,False,,,28.0,28.0
4,4,v1_camera,True,serious,14.399999999999965,0.0,0.0
4,4,v2_majority,True,slight,26.600000000000108,0.0,0.0
4,4,v3_confidence,True,slight,26.600000000000108,0.0,0.0
4,4,v4_plausibility,False,,,0.0,0.0
4,4,v5_control,False,,,0.0,28.0
5,5,oncoming,False,,,25.0,25.0
5,5,spawned_1,False,,,28.0,28.0
5,5,spawned_2,False,,,28.0,28.0
5,5,v1_camera,True,serious,14.399999999999965,0.0,0.0
5,5,v2_majority,True,fatal,26.600000000000108,0.0,0.0
5,5,v3_confidence,True,fatal,26.600000000000108,0.0,0.0
5,5,v4_plausibility,False,,,0.0,0.0
5,5,v5_control,False,,,0.0,28.0
6,6,oncoming,False,,,25.0,25.0
6,6,spawned_1,False,,,28.0,28.0
6,6,spawned_2,False,,,28.0,28.0
6,6,v1_camera,True,serious,14.399999999999965,0.0,0.0
6,6,v2_majority,True,slight,26.600000000000108,0.0,0.0
6,6,v3_confidence,True,slight,26.600000000000108,0.0,0.0
6,6,v4_plausibility,False,,,0.0,0.0
6,6,v5_control,False,,,0.0,28.0
7,7,oncoming,False,,,25.0,25.0
7,7,spawned_1,False,,,28.0,28.0
7,7,spawned_2,False,,,28.0,28.0
7,7,v1_camera,True,serious,14.399999999999965,0.0,0.0
7,7,v2_majority,True,slight,26.600000000000108,0.0,0.0
7,7,v3_confidence,True,slight,26.600000000000108,0.0,0.0
7,7,v4_plausibility,False,,,0.0,0.0
7,7,v5_control,False,,,0.0,28.0
8,8,oncoming,False,,,25.0,25.0
8,8,spawned_1,False,,,28.0,28.0
8,8,spawned_2,False,,,28.0,28.0
8,8,v1_camera,True,serious,14.399999999999965,0.0,0.0
8,8,v2_majority,True,slight,26.600000000000108,0.0,0.0
8,8,v3_confidence,True,slight,26.600000000000108,0.0,0.0
8,8,v4_plausibility,False,,,0.0,0.0
8,8,v5_control,False,,,0.0,28.0
9,9,oncoming,False,,,25.0,25.0
9,9,spawned_1,False,,,27.97,27.97
9,9,spawned_2,False,,,28.0,28.0
9,9,v1_camera,True,serious,14.399999999999965,0.0,0.0
9,9,v2_majority,True,slight,26.600000000000108,0.0,0.0
9,9,v3_confidence,True,slight,26.600000000000108,0.0,0.0
9,9,v4_plausibility,False,,,0.0,0.0
9,9,v5_control,False,,,0.0,28.0
10,10,oncoming,False,,,25.0,25.0
10,10,spawned_1,False,,,28.0,28.0
10,10,spawned_2,False,,,28.0,28.0
10,10,v1_camera,True,serious,14.399999999999965,0.0,0.0
10,10,v2_majority,True,slight,26.600000000000108,0.0,0.0
10,10,v3_confidence,True,slight,26.600000000000108,0.0,0.0
10,10,v4_plausibility,False,,,0.0,0.0
10,10,v5_control,False,,,0.0,28.0
11,11,oncoming,False,,,25.0,25.0
11,11,spawned_1,False,,,28.0,28.0
11,11,spawned_2,False,,,28.0,28.0
11,11,v1_camera,True,serious,14.399999999999965,0.0,0.0
11,11,v2_majority,True,slight,26.600000000000108,0.0,0.0
11,11,v3_confidence,True,slight,26.600000000000108,0.0,0.0
11,11,v4_plausibility,False,,,0.0,0.0
11,11,v5_control,False,,,0.0,28.0
12,12,oncoming,False,,,25.0,25.0
12,12,spawned_1,False,,,28.0,28.0
12,12,spawned_2,False,,,28.0,28.0
12,12,v1_camera,True,serious,14.399999999999965,0.0,0.0
12,12,v2_majority,True,slight,26.600000000000108,0.0,0.0
12,12,v3_confidence,True,slight,26.600000000000108,0.0,0.0
12,12,v4_plausibility,False,,,0.0,0.0
12,12,v5_control,False,,,0.0,28.0
13,13,oncoming,False,,,25.0,25.0
13,13,spawned_1,False,,,28.0,28.0
13,13,spawned_2,False,,,28.0,28.0
13,13,v1_camera,True,serious,14.399999999999965,0.0,0.0
13,13,v2_majority,True,fatal,26.600000000000108,0.0,0.0
13,13,v3_confidence,True,fatal,26.600000000000108,0.0,0.0
13,13,v4_plausibility,False,,,0.0,0.0
13,13,v5_control,False,,,0.0,28.0
14,14,oncoming,False,,,25.0,25.0
14,14,spawned_1,False,,,28.0,28.0
14,14,spawned_2,False,,,28.0,28.0
14,14,v1_camera,True,serious,14.399999999999965,0.0,0.0
14,14,v2_majority,True,slight,26.600000000000108,0.0,0.0
14,14,v3_confidence,True,slight,26.600000000000108,0.0,0.0
14,14,v4_plausibility,False,,,0.0,0.0
14,14,v5_control,False,,,0.0,28.0
15,15,oncoming,False,,,25.0,25.0
15,15,spawned_1,False,,,28.0,28.0
15,15,spawned_2,False,,,28.0,28.0
15,15,v1_camera,True,serious,14.399999999999965,0.0,0.0
15,15,v2_majority,True,slight,26.600000000000108,0.0,0.0
15,15,v3_confidence,True,slight,26.600000000000108,0.0,0.0
15,15,v4_plausibility,False,,,0.0,0.0
15,15,v5_control,False,,,0.0,28.0
16,16,oncoming,False,,,25.0,25.0
16,16,spawned_1,False,,,28.0,28.0
16,16,spawned_2,False,,,28.0,28.0
16,16,v1_camera,True,serious,14.399999999999965,0.0,0.0
16,16,v2_majority,True,slight,26.600000000000108,0.0,0.0
16,16,v3_confidence,True,slight,26.600000000000108,0.0,0.0
16,16,v4_plausibility,False,,,0.0,0.0
16,16,v5_control,False,,,0.0,28.0
17,17,oncoming,False,,,25.0,25.0
17,17,spawned_1,False,,,28.0,28.0
17,17,spawned_2,False,,,28.0,28.0
17,17,v1_camera,True,serious,14.399999999999965,0.0,0.0
17,17,v2_majority,True,slight,26.600000000000108,0.0,0.0
17,17,v3_confidence,True,slight,26.600000000000108,0.0,0.0
17,17,v4_plausibility,False,,,0.0,0.0
17,17,v5_control,False,,,0.0,28.0
18,18,oncoming,False,,,25.0,25.0
18,18,spawned_1,False,,,28.0,28.0
18,18,spawned_2,False,,,28.0,28.0
18,18,v1_camera,True,serious,14.399999999999965,0.0,0.0
18,18,v2_majority,True,slight,26.600000000000108,0.0,0.0
18,18,v3_confidence,True,slight,26.600000000000108,0.0,0.0
18,18,v4_plausibility,False,,,0.0,0.0
18,18,v5_control,False,,,0.0,28.0
19,19,oncoming,False,,,25.0,25.0
19,19,spawned_1,False,,,28.0,28.0
19,19,spawned_2,False,,,28.0,28.0
19,19,v1_camera,True,serious,14.399999999999965,0.0,0.0
19,19,v2_majority,True,slight,26.600000000000108,0.0,0.0
19,19,v3_confidence,True,slight,26.600000000000108,0.0,0.0
19,19,v4_plausibility,False,,,0.0,0.0
19,19,v5_control,False,,,0.0,28.0
20,20,oncoming,False,,,25.0,25.0
20,20,spawned_1,False,,,28.0,28.0
20,20,spawned_2,False,,,28.0,28.0
20,20,v1_camera,True,serious,14.399999999999965,0.0,0.0
20,20,v2_majority,True,slight,26.600000000000108,0.0,0.0
20,20,v3_confidence,True,slight,26.600000000000108,0.0,0.0
20,20,v4_plausibility,False,,,0.0,0.0
20,20,v5_control,False,,,0.0,28.0
21,21,oncoming,False,,,25.0,25.0
21,21,spawned_1,False,,,27.98,27.98
21,21,spawned_2,False,,,28.0,28.0
21,21,v1_camera,True,serious,14.399999999999965,0.0,0.0
21,21,v2_majority,True,slight,26.600000000000108,0.0,0.0
21,21,v3_confidence,True,slight,26.600000000000108,0.0,0.0
21,21,v4_plausibility,False,,,0.0,0.0
21,21,v5_control,False,,,0.0,28.0
22,22,oncoming,False,,,25.0,25.0
22,22,spawned_1,False,,,28.0,28.0
22,22,spawned_2,False,,,28.0,28.0
22,22,v1_camera,True,serious,14.399999999999965,0.0,0.0
22,22,v2_majority,True,slight,26.600000000000108,0.0,0.0
22,22,v3_confidence,True,slight,26.600000000000108,0.0,0.0
22,22,v4_plausibility,False,,,0.0,0.0
22,22,v5_control,False,,,0.0,28.0
23,23,oncoming,False,,,25.0,25.0
23,23,spawned_1,False,,,28.0,28.0
23,23,spawned_2,False,,,28.0,28.0
23,23,v1_camera,True,fatal,14.399999999999965,0.0,0.0
23,23,v2_majority,True,slight,26.600000000000108,0.0,0.0
23,23,v3_confidence,True,slight,26.600000000000108,0.0,0.0
23,23,v4_plausibility,False,,,0.0,0.0
23,23,v5_control,False,,,0.0,28.0
24,24,oncoming,False,,,25.0,25.0
24,24,spawned_1,False,,,28.0,28.0
24,24,spawned_2,False,,,28.0,28.0
24,24,v1_camera,True,serious,14.399999999999965,0.0,0.0
24,24,v2_majority,True,slight,26.600000000000108,0.0,0.0
24,24,v3_confidence,True,slight,26.600000000000108,0.0,0.0
24,24,v4_plausibility,False,,,0.0,0.0
24,24,v5_control,False,,,0.0,28.0
25,25,oncoming,False,,,25.0,25.0
25,25,spawned_1,False,,,28.0,28.0
25,25,spawned_2,False,,,28.0,28.0
25,25,v1_camera,True,serious,14.399999999999965,0.0,0.0
25,25,v2_majority,True,slight,26.600000000000108,0.0,0.0
25,25,v3_confidence,True,slight,26.600000000000108,0.0,0.0
25,25,v4_plausibility,False,,,0.0,0.0
25,25,v5_control,False,,,0.0,28.0
26,26,oncoming,False,,,25.0,25.0
26,26,spawned_1,False,,,28.0,28.0
26,26,spawned_2,False,,,28.0,28.0
26,26,v1_camera,True,serious,14.399999999999965,0.0,0.0
26,26,v2_majority,True,slight,26.600000000000108,0.0,0.0
26,26,v3_confidence,True,slight,26.600000000000108,0.0,0.0
26,26,v4_plausibility,False,,,0.0,0.0
26,26,v5_control,False,,,0.0,28.0
27,27,oncoming,False,,,25.0,25.0
27,27,spawned_1,False,,,28.0,28.0
27,27,spawned_2,False,,,28.0,28.0
27,27,v1_camera,True,serious,14.399999999999965,0.0,0.0
27,27,v2_majority,True,slight,26.600000000000108,0.0,0.0
27,27,v3_confidence,True,slight,26.600000000000108,0.0,0.0
27,27,v4_plausibility,False,,,0.0,0.0
27,27,v5_control,False,,,0.0,28.0
28,28,oncoming,False,,,25.0,25.0
28,28,spawned_1,False,,,28.0,28.0
28,28,spawned_2,False,,,28.0,28.0
28,28,v1_camera,True,fatal,14.399999999999965,0.0,0.0
28,28,v2_majority,True,slight,26.600000000000108,0.0,0.0
28,28,v3_confidence,True,slight,26.600000000000108,0.0,0.0
28,28,v4_plausibility,False,,,0.0,0.0
28,28,v5_control,False,,,0.0,28.0
29,29,oncoming,False,,,25.0,25.0
29,29,spawned_1,False,,,28.0,28.0
29,29,spawned_2,False,,,28.0,28.0
29,29,v1_camera,True,serious,14.399999999999965,0.0,0.0
29,29,v2_majority,True,slight,26.600000000000108,0.0,0.0
29,29,v3_confidence,True,slight,26.600000000000108,0.0,0.0
29,29,v4_plausibility,False,,,0.0,0.0
29,29,v5_control,False,,,0.0,28.0
