time,vehicle_id,speed_mph,lane,radar_dist,radar_attacked,camera_dist,camera_attacked,lidar_dist,lidar_attacked,belief_dist,obstacle_present,belief_source,reacting_to,collision,severity,roundabout_confused,roundabout_excursion_remaining
0.0,follower,30.0,0,95.5,False,95.5,False,,False,95.5,True,camera,vehicle,False,,False,0.0
0.1,follower,30.0,0,95.5,False,95.5,False,,False,95.5,True,camera,vehicle,False,,False,0.0
0.2,follower,30.0,0,95.5,False,95.5,False,,False,95.5,True,camera,vehicle,False,,False,0.0
0.30000000000000004,follower,30.0,0,95.50000000000001,False,95.50000000000001,False,,False,95.50000000000001,True,camera,vehicle,False,,False,0.0
0.4,follower,30.0,0,95.50000000000001,False,95.50000000000001,False,,False,95.50000000000001,True,camera,vehicle,False,,False,0.0
0.5,follower,30.0,0,95.50000000000001,False,95.50000000000001,False,,False,95.50000000000001,True,camera,vehicle,False,,False,0.0
0.6,follower,30.0,0,95.50000000000003,False,95.50000000000003,False,,False,95.50000000000003,True,camera,vehicle,False,,False,0.0
0.7,follower,30.0,0,95.50000000000003,False,95.50000000000003,False,,False,95.50000000000003,True,camera,vehicle,False,,False,0.0
0.7999999999999999,follower,30.0,0,95.50000000000003,False,95.50000000000003,False,,False,95.50000000000003,True,camera,vehicle,False,,False,0.0
0.8999999999999999,follower,30.0,0,95.50000000000003,False,95.50000000000003,False,,False,95.50000000000003,True,camera,vehicle,False,,False,0.0
0.9999999999999999,follower,30.0,0,95.50000000000003,False,95.50000000000003,False,,False,95.50000000000003,True,camera,vehicle,False,,False,0.0
1.0999999999999999,follower,30.0,0,95.50000000000004,False,95.50000000000004,False,,False,95.50000000000004,True,camera,vehicle,False,,False,0.0
1.2,follower,30.0,0,95.50000000000004,False,95.50000000000004,False,,False,95.50000000000004,True,camera,vehicle,False,,False,0.0
1.3,follower,30.0,0,95.50000000000004,False,95.50000000000004,False,,False,95.50000000000004,True,camera,vehicle,False,,False,0.0
1.4000000000000001,follower,30.0,0,95.50000000000006,False,95.50000000000006,False,,False,95.50000000000006,True,camera,vehicle,False,,False,0.0
1.5000000000000002,follower,30.0,0,95.50000000000006,False,95.50000000000006,False,,False,95.50000000000006,True,camera,vehicle,False,,False,0.0
1.6000000000000003,follower,30.0,0,95.50000000000006,False,95.50000000000006,False,,False,95.50000000000006,True,camera,vehicle,False,,False,0.0
1.7000000000000004,follower,30.0,0,95.50000000000006,False,95.50000000000006,False,,False,95.50000000000006,True,camera,vehicle,False,,False,0.0
1.8000000000000005,follower,30.0,0,95.50000000000006,False,95.50000000000006,False,,False,95.50000000000006,True,camera,vehicle,False,,False,0.0
1.9000000000000006,follower,30.0,0,95.50000000000007,False,95.50000000000007,False,,False,95.50000000000007,True,camera,vehicle,False,,False,0.0
2.0000000000000004,follower,30.0,0,95.50000000000007,False,95.50000000000007,False,,False,95.50000000000007,True,camera,vehicle,False,,False,0.0
2.1000000000000005,follower,30.0,0,95.50000000000006,False,95.50000000000006,False,,False,95.50000000000006,True,camera,vehicle,False,,False,0.0
2.2000000000000006,follower,30.0,0,95.50000000000006,False,95.50000000000006,False,,False,95.50000000000006,True,camera,vehicle,False,,False,0.0
2.3000000000000007,follower,30.0,0,95.50000000000004,False,95.50000000000004,False,,False,95.50000000000004,True,camera,vehicle,False,,False,0.0
2.400000000000001,follower,30.0,0,95.50000000000003,False,95.50000000000003,False,,False,95.50000000000003,True,camera,vehicle,False,,False,0.0
2.500000000000001,follower,30.0,0,95.50000000000001,False,95.50000000000001,False,,False,95.50000000000001,True,camera,vehicle,False,,False,0.0
2.600000000000001,follower,30.0,0,95.5,False,95.5,False,,False,95.5,True,camera,vehicle,False,,False,0.0
2.700000000000001,follower,30.0,0,95.49999999999999,False,95.49999999999999,False,,False,95.49999999999999,True,camera,vehicle,False,,False,0.0
2.800000000000001,follower,30.0,0,95.49999999999997,False,95.49999999999997,False,,False,95.49999999999997,True,camera,vehicle,False,,False,0.0
2.9000000000000012,follower,30.0,0,95.49999999999996,False,95.49999999999996,False,,False,95.49999999999996,True,camera,vehicle,False,,False,0.0
3.0000000000000013,follower,30.0,0,95.49999999999994,False,95.49999999999994,False,,False,95.49999999999994,True,camera,vehicle,False,,False,0.0
3.1000000000000014,follower,30.0,0,95.49999999999993,False,95.49999999999993,False,,False,95.49999999999993,True,camera,vehicle,False,,False,0.0
3.2000000000000015,follower,30.0,0,95.49999999999991,False,95.49999999999991,False,,False,95.49999999999991,True,camera,vehicle,False,,False,0.0
3.3000000000000016,follower,30.0,0,95.4999999999999,False,95.4999999999999,False,,False,95.4999999999999,True,camera,vehicle,False,,False,0.0
3.4000000000000017,follower,30.0,0,95.49999999999989,False,95.49999999999989,False,,False,95.49999999999989,True,camera,vehicle,False,,False,0.0
3.5000000000000018,follower,30.0,0,95.49999999999987,False,95.49999999999987,False,,False,95.49999999999987,True,camera,vehicle,False,,False,0.0
3.600000000000002,follower,30.0,0,95.49999999999986,False,95.49999999999986,False,,False,95.49999999999986,True,camera,vehicle,False,,False,0.0
3.700000000000002,follower,30.0,0,95.49999999999984,False,95.49999999999984,False,,False,95.49999999999984,True,camera,vehicle,False,,False,0.0
3.800000000000002,follower,30.0,0,95.49999999999983,False,95.49999999999983,False,,False,95.49999999999983,True,camera,vehicle,False,,False,0.0
3.900000000000002,follower,30.0,0,95.49999999999982,False,95.49999999999982,False,,False,95.49999999999982,True,camera,vehicle,False,,False,0.0
4.000000000000002,follower,30.0,0,95.4999999999998,False,95.4999999999998,False,,False,95.4999999999998,True,camera,vehicle,False,,False,0.0
4.100000000000001,follower,30.0,0,95.49999999999979,False,95.49999999999979,False,,False,95.49999999999979,True,camera,vehicle,False,,False,0.0
4.200000000000001,follower,30.0,0,95.49999999999977,False,95.49999999999977,False,,False,95.49999999999977,True,camera,vehicle,False,,False,0.0
4.300000000000001,follower,30.0,0,95.49999999999976,False,95.49999999999976,False,,False,95.49999999999976,True,camera,vehicle,False,,False,0.0
4.4,follower,30.0,0,95.49999999999974,False,95.49999999999974,False,,False,95.49999999999974,True,camera,vehicle,False,,False,0.0
4.5,follower,30.0,0,95.49999999999973,False,95.49999999999973,False,,False,95.49999999999973,True,camera,vehicle,False,,False,0.0
4.6,follower,30.0,0,95.49999999999972,False,95.49999999999972,False,,False,95.49999999999972,True,camera,vehicle,False,,False,0.0
4.699999999999999,follower,30.0,0,95.4999999999997,False,95.4999999999997,False,,False,95.4999999999997,True,camera,vehicle,False,,False,0.0
4.799999999999999,follower,30.0,0,95.49999999999969,False,95.49999999999969,False,,False,95.49999999999969,True,camera,vehicle,False,,False,0.0
4.899999999999999,follower,30.0,0,95.49999999999967,False,95.49999999999967,False,,False,95.49999999999967,True,camera,vehicle,False,,False,0.0
4.999999999999998,follower,30.0,0,95.49999999999966,False,95.49999999999966,False,,False,95.49999999999966,True,camera,vehicle,False,,False,0.0
5.099999999999998,follower,30.0,0,95.49999999999964,False,95.49999999999964,False,,False,95.49999999999964,True,camera,vehicle,False,,False,0.0
5.1999999999999975,follower,30.0,0,95.49999999999963,False,95.49999999999963,False,,False,95.49999999999963,True,camera,vehicle,False,,False,0.0
5.299999999999997,follower,30.0,0,95.49999999999962,False,95.49999999999962,False,,False,95.49999999999962,True,camera,vehicle,False,,False,0.0
5.399999999999997,follower,30.0,0,95.4999999999996,False,95.4999999999996,False,,False,95.4999999999996,True,camera,vehicle,False,,False,0.0
5.4999999999999964,follower,30.0,0,95.49999999999959,False,95.49999999999959,False,,False,95.49999999999959,True,camera,vehicle,False,,False,0.0
5.599999999999996,follower,30.0,0,95.49999999999957,False,95.49999999999957,False,,False,95.49999999999957,True,camera,vehicle,False,,False,0.0
5.699999999999996,follower,30.0,0,95.49999999999956,False,95.49999999999956,False,,False,95.49999999999956,True,camera,vehicle,False,,False,0.0
5.799999999999995,follower,30.0,0,95.49999999999955,False,95.49999999999955,False,,False,95.49999999999955,True,camera,vehicle,False,,False,0.0
5.899999999999995,follower,30.0,0,95.49999999999953,False,95.49999999999953,False,,False,95.49999999999953,True,camera,vehicle,False,,False,0.0
5.999999999999995,follower,30.0,0,95.49999999999952,False,95.49999999999952,False,,False,95.49999999999952,True,camera,vehicle,False,,False,0.0
6.099999999999994,follower,30.0,0,95.4999999999995,False,95.4999999999995,False,,False,95.4999999999995,True,camera,vehicle,False,,False,0.0
6.199999999999994,follower,30.0,0,95.49999999999949,False,95.49999999999949,False,,False,95.49999999999949,True,camera,vehicle,False,,False,0.0
6.299999999999994,follower,30.0,0,95.49999999999947,False,95.49999999999947,False,,False,95.49999999999947,True,camera,vehicle,False,,False,0.0
