run_id,random_seed,vehicle_id,collided,severity,collision_time,min_speed_mph,final_speed_mph
68,68,spawned_1,False,,,20.0,20.0
68,68,spawned_2,False,,,20.0,20.0
68,68,spawned_3,False,,,20.0,20.0
68,68,spawned_4,False,,,20.0,20.0
68,68,spawned_5,False,,,20.0,20.0
68,68,spawned_6,False,,,20.0,20.0
68,68,spawned_7,False,,,20.0,20.0
69,69,solo,False,,,0.0,22.82
69,69,spawned_1,False,,,6.91,10.05
69,69,spawned_2,False,,,20.0,20.0
69,69,spawned_3,False,,,20.0,20.0
69,69,spawned_4,False,,,20.0,20.0
69,69,spawned_5,False,,,20.0,20.0
69,69,spawned_6,False,,,20.0,20.0
69,69,spawned_7,False,,,20.0,20.0
70,70,solo,False,,,3.48,17.3
70,70,spawned_1,False,,,6.91,10.05
70,70,spawned_2,False,,,11.28,13.51
70,70,spawned_3,False,,,20.0,20.0
70,70,spawned_4,False,,,20.0,20.0
70,70,spawned_5,False,,,20.0,20.0
70,70,spawned_6,False,,,20.0,20.0
70,70,spawned_7,False,,,20.0,20.0
71,71,solo,False,,,0.0,22.82
71,71,spawned_1,False,,,6.91,10.05
71,71,spawned_2,False,,,20.0,20.0
71,71,spawned_3,False,,,20.0,20.0
71,71,spawned_4,False,,,20.0,20.0
71,71,spawned_5,False,,,20.0,20.0
71,71,spawned_6,False,,,20.0,20.0
71,71,spawned_7,False,,,20.0,20.0
72,72,solo,False,,,3.48,17.3
72,72,spawned_1,False,,,20.0,20.0
72,72,spawned_2,False,,,11.28,13.51
72,72,spawned_3,False,,,20.0,20.0
72,72,spawned_4,False,,,20.0,20.0
72,72,spawned_5,False,,,20.0,20.0
72,72,spawned_6,False,,,20.0,20.0
72,72,spawned_7,False,,,20.0,20.0
73,73,solo,False,,,3.48,17.3
73,73,spawned_1,False,,,20.0,20.0
73,73,spawned_2,False,,,11.28,13.51
73,73,spawned_3,False,,,20.0,20.0
73,73,spawned_4,False,,,20.0,20.0
73,73,spawned_5,False,,,20.0,20.0
73,73,spawned_6,False,,,20.0,20.0
73,73,spawned_7,False,,,20.0,20.0
74,74,solo,False,,,0.0,22.82
74,74,spawned_1,False,,,6.91,10.05
74,74,spawned_2,False,,,20.0,20.0
74,74,spawned_3,False,,,20.0,20.0
74,74,spawned_4,False,,,20.0,20.0
74,74,spawned_5,False,,,20.0,20.0
74,74,spawned_6,False,,,20.0,20.0
74,74,spawned_7,False,,,20.0,20.0
75,75,solo,False,,,0.0,22.82
75,75,spawned_1,False,,,6.91,10.05
75,75,spawned_2,False,,,20.0,20.0
75,75,spawned_3,False,,,20.0,20.0
75,75,spawned_4,False,,,20.0,20.0
75,75,spawned_5,False,,,20.0,20.0
75,75,spawned_6,False,,,20.0,20.0
75,75,spawned_7,False,,,20.0,20.0
76,76,solo,False,,,3.48,17.3
76,76,spawned_1,False,,,6.91,10.05
76,76,spawned_2,False,,,11.28,13.51
76,76,spawned_3,False,,,20.0,20.0
76,76,spawned_4,False,,,20.0,20.0
76,76,spawned_5,False,,,20.0,20.0
76,76,spawned_6,False,,,20.0,20.0
76,76,spawned_7,False,,,20.0,20.0
77,77,solo,False,,,3.48,17.3
77,77,spawned_1,False,,,6.91,10.05
77,77,spawned_2,False,,,11.28,13.51
77,77,spawned_3,False,,,20.0,20.0
77,77,spawned_4,False,,,19.94,20.0
77,77,spawned_5,False,,,20.0,20.0
77,77,spawned_6,False,,,20.0,20.0
77,77,spawned_7,False,,,20.0,20.0
78,78,solo,False,,,3.48,17.3
78,78,spawned_1,False,,,20.0,20.0
78,78,spawned_2,False,,,11.28,13.51
78,78,spawned_3,False,,,20.0,20.0
78,78,spawned_4,False,,,19.94,20.0
78,78,spawned_5,False,,,20.0,20.0
78,78,spawned_6,False,,,20.0,20.0
